sentence_id,method,method_full_name,error_type,source_raw,target_raw,gold_tokenization,prediction_tokenization,local_gold_tokens,local_pred_tokens,local_span_start,local_span_end,local_raw_text,gold_internal_boundaries,pred_internal_boundaries,extra_boundaries,missing_boundaries,explanation,is_short_sentence,is_natural_example_candidate,notes,chunk_index
153,P1,P1 Identical-character projection,over,久后，我不想是律师。律师有多收入，但是我不喜欢法学。我不想做这个工作，因为我不想多收入。我想做好工作。有人说：金钱难买幸福，但它不无小補。,日后，我不想做律师。律师有高收入，但是我不喜欢法学。我不想做这个工作，因为我不想要高收入，我只想做好工作，然而有人说：“金钱难买幸福，但它不无作用。”,久后 ， 我 不 想 是 律师 。 律师 有 多 收入 ， 但是 我 不 喜欢 法学 。 我 不 想 做 这个 工作 ， 因为 我 不 想 多 收入 。 我 想 做 好 工作 。 有 人 说 ： 金钱 难 买 幸福 ， 但 它 不无 小補 。,久后 ， 我 不 想 是 律师 。 律师 有 多 收入 ， 但是 我 不 喜欢 法学 。 我 不 想 做 这个 工作 ， 因为 我 不 想 多 收入 。 我 想 做 好 工作 。 有 人 说 ： 金钱 难 买 幸福 ， 但 它 不无 小 補 。,小補,小 / 補,66,68,小補,[],[67],[67],[],"The prediction inserts an extra boundary inside the gold token [小補], producing [小 / 補].",False,True,,1
160,P1,P1 Identical-character projection,under,但是人们只能看农药的不好处。,但是人们只能看到农药的不好之处。,但是 人们 只能 看 农药 的 不好 处 。,但是 人们 只能 看 农药 的 不好处 。,不好 / 处,不好处,10,13,不好处,[12],[],[],[12],"The prediction misses the gold boundary between [不好] and [处], merging them into [不好处].",True,True,,1
163,P1,P1 Identical-character projection,over,水力的能源在于利用水的蒸发，尤指海洋的。对它大陆上放走。在高空水的蒸气实在有地心吸力的能力。所以这个能源可以被检波，进而改造水力发电站的堤坝。,水力的能源在于利用水的蒸发，尤指海洋的。把它在大陆上放走，在高空水的蒸气有地心吸力的能力，所以这个能源可以被检测，进而改造水力发电站的堤坝。,水力 的 能源 在于 利用 水 的 蒸发 ， 尤 指 海洋 的 。 对 它 大陆 上 放 走 。 在 高空 水 的 蒸气 实在 有 地心 吸力 的 能力 。 所以 这个 能源 可以 被 检波 ， 进而 改造 水力发电站 的 堤坝 。,水力 的 能源 在于 利用 水 的 蒸发 ， 尤 指 海洋 的 。 对 它 大陆 上 放 走 。 在 高空 水 的 蒸气 实在 有 地心 吸力 的 能力 。 所以 这个 能源 可以 被 检 波 ， 进而 改造 水力发电站 的 堤坝 。,检波,检 / 波,55,57,检波,[],[56],[56],[],"The prediction inserts an extra boundary inside the gold token [检波], producing [检 / 波].",False,True,,1
166,P1,P1 Identical-character projection,over,而且最近肥胖的人越来越增长，要减肥的人越来数多。这都是生活丰盛带来的一种社会现象。,而且最近肥胖的人越来越多，要减肥的人也越来越多。这都是生活富足带来的一种社会现象。,而且 最近 肥胖 的 人 越来越 增长 ， 要 减肥 的 人 越来数 多 。 这 都 是 生活 丰盛 带来 的 一 种 社会 现象 。,而且 最近 肥胖 的 人 越来越 增长 ， 要 减肥 的 人 越来 数 多 。 这 都 是 生活 丰盛 带来 的 一 种 社会 现象 。,越来数,越来 / 数,19,22,越来数,[],[21],[21],[],"The prediction inserts an extra boundary inside the gold token [越来数], producing [越来 / 数].",False,True,,1
167,P1,P1 Identical-character projection,under,特别家长，有些歌曲对学生是有好处的，但毕竟流行歌曲是成年人的产物，难免有情和爱在里面，所以家长们非常排斥流行音乐。但不应该阻止他们去听，应该和他们一起了解流行音乐，分辨好坏，好的就要鼓励他们去听，不要盲目的阻止他们，因传媒的发展不是光阻止就可以不让他们去听的。,特别是某些家长。有些歌曲对学生是有好处的，但毕竟流行歌曲是成年人的产物，难免有情和爱在里面，所以家长们非常排斥流行音乐。但不应该阻止学生们去听，应该和他们一起了解流行音乐，分辨好坏，好的就要鼓励他们去听，不要盲目地阻止他们，因为传媒方式在不断发展，不是光阻止就可以不让他们去听的。,特别 家长 ， 有些 歌曲 对 学生 是 有 好处 的 ， 但 毕竟 流行 歌曲 是 成年人 的 产物 ， 难免 有 情 和 爱 在 里面 ， 所以 家长 们 非常 排斥 流行 音乐 。 但 不 应该 阻止 他们 去 听 ， 应该 和 他们 一起 了解 流行 音乐 ， 分辨 好坏 ， 好 的 就 要 鼓励 他们 去 听 ， 不要 盲目 的 阻止 他们 ， 因 传媒 的 发展 不 是 光 阻止 就 可以 不 让 他们 去 听 的 。,特别 家长 ， 有些 歌曲 对 学生 是 有 好处 的 ， 但 毕竟 流行 歌曲 是 成年人 的 产物 ， 难免 有 情 和 爱 在 里面 ， 所以 家长 们 非常 排斥 流行 音乐 。 但 不 应该 阻止 他们 去 听 ， 应该 和 他们 一起 了解 流行 音乐 ， 分辨 好坏 ， 好 的 就要 鼓励 他们 去 听 ， 不要 盲目 的 阻止 他们 ， 因 传媒 的 发展 不 是 光 阻止 就 可以 不 让 他们 去 听 的 。,就 / 要,就要,89,91,就要,[90],[],[],[90],"The prediction misses the gold boundary between [就] and [要], merging them into [就要].",False,False,,1
168,P1,P1 Identical-character projection,over,我其次看政府说的两个目的发布这规定得到不得到。,其次，我想看政府说的这两个目的通过发布这项规定能不能达到。,我 其次 看 政府 说 的 两 个 目的 发布 这 规定 得到 不 得到 。,我 其次 看 政府 说 的 两 个 目的 发布 这 规定 得到 不 得 到 。,得到,得 / 到,20,22,得到,[],[21],[21],[],"The prediction inserts an extra boundary inside the gold token [得到], producing [得 / 到].",False,False,,1
172,P1,P1 Identical-character projection,over,不是请假，而且不上课、不上班、没有学习、没有工作那样的人是一种病。,不只请假，而且不上课、不上班、不学习、没有工作那样的人是一种病。,不是 请假 ， 而且 不 上课 、 不 上班 、 没有 学习 、 没有 工作 那样 的 人 是 一 种 病 。,不 是 请假 ， 而且 不 上课 、 不 上班 、 没有 学习 、 没有 工作 那样 的 人 是 一 种 病 。,不是,不 / 是,0,2,不是,[],[1],[1],[],"The prediction inserts an extra boundary inside the gold token [不是], producing [不 / 是].",False,True,,1
174,P1,P1 Identical-character projection,over,我要介绍我的最的朋友。她是一个中国人，我们有共同语言，我们都喜欢做得饭，喜欢常客，喜欢看书和看电影。她性格内向，可是她很幽默。一般来说，我们常常不见面，因为她住在洛桑，但是我们每个晚上打电话。我希望她是我的永远朋友。,我要介绍我最好的朋友。她是一个中国人，我们有共同语言，我们都喜欢做饭，喜欢唱歌，喜欢看书和看电影。她性格内向，可是她很幽默。一般来说，我们不常常见面，因为她住在洛桑，但是我们每个晚上都打电话。我希望她会是我永远的朋友。,我 要 介绍 我 的 最 的 朋友 。 她 是 一个 中国 人 ， 我们 有 共同语言 ， 我们 都 喜欢 做得饭 ， 喜欢 常客 ， 喜欢 看 书 和 看 电影 。 她 性格 内向 ， 可是 她 很 幽默 。 一般来说 ， 我们 常常 不 见面 ， 因为 她 住 在 洛桑 ， 但是 我们 每个 晚上 打电话 。 我 希望 她 是 我 的 永远 朋友 。,我 要 介绍 我 的 最 的 朋友 。 她 是 一个 中国 人 ， 我们 有 共同语言 ， 我们 都 喜欢 做 得 饭 ， 喜欢 常客 ， 喜欢 看 书 和 看 电影 。 她 性格 内向 ， 可是 她 很 幽默 。 一般来说 ， 我们 常常 不 见面 ， 因为 她 住 在 洛桑 ， 但是 我们 每个 晚上 打电话 。 我 希望 她 是 我 的 永远 朋友 。,做得饭,做 / 得 / 饭,32,35,做得饭,[],"[33, 34]","[33, 34]",[],"The prediction inserts an extra boundary inside the gold token [做得饭], producing [做 / 得 / 饭].",False,False,,1
176,P1,P1 Identical-character projection,under,照我的看法，当我们选择要看之书籍时，首先选一些适合我们学历范围内的书籍，不要太枯燥，一目了然，这样我们对书本的内容、情节就很快看懂，就养成我们喜欢阅读的爱好。平时在看书时我们能一边看一边念，这样能增加我们对书内之内容更深刻更地理解，也能帮助我们说出一口流利的语言。无论在社会上的那个角落，如果我们已掌握好阅读之能力，对我们都有很大的帮助，无论在职业上、交际上，生活中，都能帮助我们决解难题。,按照我的看法，当我们选择要看的书籍时，首先选一些在我们学历范围内的书籍，不要太枯燥，一目了然，这样我们很快就能看懂书本的内容、情节，培养我们喜欢阅读的爱好。平时在看书时，我们一边看一边念，这样能增加我们对书本的内容的理解，也能帮助我们说出一口流利的语言。无论在社会上的那个角落，如果我们掌握好阅读的能力，对我们都有很大的帮助，无论在职业上、交际上，还是在生活中，都能帮助我们解决难题。,照 我 的 看法 ， 当 我们 选择 要 看 之 书籍 时 ， 首先 选 一些 适合 我们 学历 范围 内 的 书籍 ， 不要 太 枯燥 ， 一目了然 ， 这样 我们 对 书本 的 内容 、 情节 就 很快 看 懂 ， 就 养成 我们 喜欢 阅读 的 爱好 。 平时 在 看 书 时 我们 能 一边 看 一边 念 ， 这样 能 增加 我们 对 书 内 之 内容 更 深刻 更 地 理解 ， 也 能 帮助 我们 说 出 一 口 流利 的 语言 。 无论 在 社会 上 的 那个 角落 ， 如果 我们 已 掌握 好 阅读 之 能力 ， 对 我们 都 有 很 大 的 帮助 ， 无论 在 职业 上 、 交际 上 ， 生活 中 ， 都 能 帮助 我们 决解 难题 。,照 我 的 看法 ， 当 我们 选择 要 看 之 书籍 时 ， 首先 选 一些 适合 我们 学历 范围 内 的 书籍 ， 不要 太 枯燥 ， 一目了然 ， 这样 我们 对 书本 的 内容 、 情节 就 很快 看懂 ， 就 养成 我们 喜欢 阅读 的 爱好 。 平时 在 看 书 时 我们 能 一边 看 一边 念 ， 这样 能 增加 我们 对 书 内 之 内容 更 深刻 更 地 理解 ， 也 能 帮助 我们 说 出 一 口 流利 的 语言 。 无论 在 社会 上 的 那个 角落 ， 如果 我们 已 掌握 好 阅读 之 能力 ， 对 我们 都 有 很 大 的 帮助 ， 无论 在 职业 上 、 交际 上 ， 生活 中 ， 都 能 帮助 我们 决解 难题 。,看 / 懂,看懂,63,65,看懂,[64],[],[],[64],"The prediction misses the gold boundary between [看] and [懂], merging them into [看懂].",False,False,,1
178,P1,P1 Identical-character projection,over,现在电视上很多明星为了当成一位流行歌手奋斗着。他们一律唱着所谓流行歌曲。什么叫流行歌曲？那就是被很多人受欢迎的歌曲。,现在电视上很多明星为了当一位流行歌手而奋斗。他们一律唱着所谓的流行歌曲。什么叫流行歌曲？那就是被很多人喜欢的歌曲。,现在 电视 上 很多 明星 为了 当成 一 位 流行歌手 奋斗 着 。 他们 一律 唱 着 所谓 流行 歌曲 。 什么 叫 流行 歌曲 ？ 那 就是 被 很多 人 受 欢迎 的 歌曲 。,现在 电视 上 很多 明星 为了 当成 一 位 流行 歌手 奋斗 着 。 他们 一律 唱 着 所谓 流行 歌曲 。 什么 叫 流行 歌曲 ？ 那 就 是 被 很多 人 受 欢迎 的 歌曲 。,流行歌手,流行 / 歌手,15,19,流行歌手,[],[17],[17],[],"The prediction inserts an extra boundary inside the gold token [流行歌手], producing [流行 / 歌手].",False,True,,1
178,P1,P1 Identical-character projection,over,现在电视上很多明星为了当成一位流行歌手奋斗着。他们一律唱着所谓流行歌曲。什么叫流行歌曲？那就是被很多人受欢迎的歌曲。,现在电视上很多明星为了当一位流行歌手而奋斗。他们一律唱着所谓的流行歌曲。什么叫流行歌曲？那就是被很多人喜欢的歌曲。,现在 电视 上 很多 明星 为了 当成 一 位 流行歌手 奋斗 着 。 他们 一律 唱 着 所谓 流行 歌曲 。 什么 叫 流行 歌曲 ？ 那 就是 被 很多 人 受 欢迎 的 歌曲 。,现在 电视 上 很多 明星 为了 当成 一 位 流行 歌手 奋斗 着 。 他们 一律 唱 着 所谓 流行 歌曲 。 什么 叫 流行 歌曲 ？ 那 就 是 被 很多 人 受 欢迎 的 歌曲 。,就是,就 / 是,45,47,就是,[],[46],[46],[],"The prediction inserts an extra boundary inside the gold token [就是], producing [就 / 是].",False,True,,2
184,P1,P1 Identical-character projection,under,因为在每一个孩子的成长阶段，父母是培养孩子的主异人，大多数的时间都与父母生活在一起，从幼儿时期到成年之前时时刻刻都离不开父母，在学习他们的一举一动，这都对孩子今后的思想、性格和爱好等也起着正负面的影响。,因为在孩子成长的每一个阶段，父母都是培养孩子的主导人。孩子大多数的时间都与父母生活在一起，从幼儿时期到成年之前时时刻刻都离不开父母，都在学习他们的一举一动，这都对孩子今后的思想、性格和爱好等起着正负面的影响。,因为 在 每 一个 孩子 的 成长 阶段 ， 父母 是 培养 孩子 的 主异 人 ， 大多数 的 时间 都 与 父母 生活 在 一起 ， 从 幼儿 时期 到 成年 之前 时时刻刻 都 离 不 开 父母 ， 在 学习 他们 的 一举一动 ， 这 都 对 孩子 今后 的 思想 、 性格 和 爱好 等 也 起 着 正负面 的 影响 。,因为 在 每 一个 孩子 的 成长 阶段 ， 父母 是 培养 孩子 的 主异人 ， 大多数 的 时间 都 与 父母 生活 在 一起 ， 从 幼儿 时期 到 成年 之前 时时刻刻 都 离 不 开 父母 ， 在 学习 他们 的 一举一动 ， 这 都 对 孩子 今后 的 思想 、 性格 和 爱好 等 也 起 着 正负面 的 影响 。,主异 / 人,主异人,22,25,主异人,[24],[],[],[24],"The prediction misses the gold boundary between [主异] and [人], merging them into [主异人].",False,False,,1
199,P1,P1 Identical-character projection,under,如果不抽烟的人跟抽烟的人一段时间一起生活，癌症等发病率不抽烟的人比抽烟的人高。要是抽烟的人为了抽烟损坏自己的健康，是自己的责任。但是不抽烟的人为了别人的烟损坏健康的话，怎么办？在公共场所有的人抽烟，会损坏很多人的健康，所以我觉得“在公共场所边走边抽的人将被罚款”这个措施是很好的。,如果不抽烟的人跟抽烟的人一起生活一段时间，癌症等发病率不抽烟的人比抽烟的人高。要是抽烟的人因为抽烟损害自己的健康，是自己的责任。但是不抽烟的人因为别人的烟损坏健康的话，怎么办？在公共场所有的人抽烟，会损害很多人的健康，所以我觉得“在公共场所边走边抽的人将被罚款”这个措施是很好的。,如果 不 抽烟 的 人 跟 抽烟 的 人 一 段 时间 一起 生活 ， 癌症 等 发病率 不 抽烟 的 人 比 抽烟 的 人 高 。 要是 抽烟 的 人 为了 抽烟 损坏 自己 的 健康 ， 是 自己 的 责任 。 但是 不 抽烟 的 人 为了 别人 的 烟 损坏 健康 的 话 ， 怎么办 ？ 在 公共场所 有 的 人 抽烟 ， 会 损坏 很多 人 的 健康 ， 所以 我 觉得 “ 在 公共场所 边 走 边 抽 的 人 将 被 罚款 ” 这个 措施 是 很 好 的 。,如果 不 抽烟 的 人 跟 抽烟 的 人 一 段 时间 一起 生活 ， 癌症 等 发病率 不 抽烟 的 人 比 抽烟 的 人 高 。 要是 抽烟 的 人 为了 抽烟 损坏 自己 的 健康 ， 是 自己 的 责任 。 但是 不 抽烟 的 人 为了 别人 的 烟 损坏 健康 的话 ， 怎么办 ？ 在 公共场所 有 的 人 抽烟 ， 会 损坏 很多 人 的 健康 ， 所以 我 觉得 “ 在 公共场所 边 走 边 抽 的 人 将 被 罚款 ” 这个 措施 是 很 好 的 。,的 / 话,的话,81,83,的话,[82],[],[],[82],"The prediction misses the gold boundary between [的] and [话], merging them into [的话].",False,False,,1
209,P1,P1 Identical-character projection,under,所以，如果你要流利地谈外语话，你必该练习口语。,所以，如果你要流利地说外语，你必须练习口语。,所以 ， 如果 你 要 流利 地 谈 外语 话 ， 你 必该 练习 口语 。,所以 ， 如果 你 要 流利 地 谈 外语话 ， 你 必 该 练习 口语 。,外语 / 话,外语话,11,14,外语话,[13],[],[],[13],"The prediction misses the gold boundary between [外语] and [话], merging them into [外语话].",False,True,,1
209,P1,P1 Identical-character projection,over,所以，如果你要流利地谈外语话，你必该练习口语。,所以，如果你要流利地说外语，你必须练习口语。,所以 ， 如果 你 要 流利 地 谈 外语 话 ， 你 必该 练习 口语 。,所以 ， 如果 你 要 流利 地 谈 外语话 ， 你 必 该 练习 口语 。,必该,必 / 该,16,18,必该,[],[17],[17],[],"The prediction inserts an extra boundary inside the gold token [必该], producing [必 / 该].",False,True,,2
211,P1,P1 Identical-character projection,over,交朋友的时后，很可能会碰到矛盾。那么在这段时间我们就可以知道这两个人真不真是朋友。如果能过这个矛盾，那么就是真正的朋友。,交朋友的时候，很可能会碰到矛盾。那么在这段时间我们就可以知道这两个人是不是真朋友。如果能解决这个矛盾，那么就是真正的朋友。,交 朋友 的 时后 ， 很 可能 会 碰到 矛盾 。 那么 在 这 段 时间 我们 就 可以 知道 这 两 个 人 真 不 真 是 朋友 。 如果 能 过 这个 矛盾 ， 那么 就 是 真正 的 朋友 。,交 朋友 的 时 后 ， 很 可能 会 碰到 矛盾 。 那么 在 这 段 时间 我们 就 可以 知道 这 两 个 人 真 不 真 是 朋友 。 如果 能 过 这个 矛盾 ， 那么 就 是 真正 的 朋友 。,时后,时 / 后,4,6,时后,[],[5],[5],[],"The prediction inserts an extra boundary inside the gold token [时后], producing [时 / 后].",False,True,,1
222,P1,P1 Identical-character projection,over,我是学士。因此我还没有职业。但是，我想一定因该学习。好工作要好学历。,我是学生，因此我还没有工作。但是，我想一定要好好学习，因为好工作需要好学历。,我 是 学士 。 因此 我 还 没有 职业 。 但是 ， 我 想 一定 因该 学习 。 好 工作 要 好 学历 。,我 是 学士 。 因此 我 还 没有 职业 。 但是 ， 我 想 一定 因 该 学习 。 好 工作 要 好 学历 。,因该,因 / 该,21,23,因该,[],[22],[22],[],"The prediction inserts an extra boundary inside the gold token [因该], producing [因 / 该].",False,True,,1
226,P1,P1 Identical-character projection,over,如此来看，这岂不是解决不了问题，还制造了些问题吗？,如此看来，这岂不是解决不了问题，还制造了些问题吗？,如此 来看 ， 这 岂 不 是 解决 不 了 问题 ， 还 制造 了 些 问题 吗 ？,如此 来 看 ， 这 岂 不 是 解决 不 了 问题 ， 还 制造 了 些 问题 吗 ？,来看,来 / 看,2,4,来看,[],[3],[3],[],"The prediction inserts an extra boundary inside the gold token [来看], producing [来 / 看].",False,True,,1
232,P1,P1 Identical-character projection,under,昨天下雨很多。,昨天下了很多雨。,昨天 下雨 很 多 。,昨天 下雨 很多 。,很 / 多,很多,4,6,很多,[5],[],[],[5],"The prediction misses the gold boundary between [很] and [多], merging them into [很多].",True,True,,1
236,P1,P1 Identical-character projection,over,消息说现在在公共场所抽烟的地方越来越少，但我想这样根本不可以减小抽烟的人数。现在社会里的问题是青少年的抽烟，他们明明知道抽烟对身体不好他们为什么还要抽呢？,有消息说现在公共场所可以抽烟的地方越来越少，但我想这样根本不可以减少抽烟的人数。现在社会里的问题是青少年的抽烟，他们明明知道抽烟对身体不好，他们为什么还要抽呢？,消息 说 现在 在 公共场所 抽烟 的 地方 越来越 少 ， 但 我 想 这样 根本 不 可以 减小 抽烟 的 人数 。 现在 社会 里 的 问题 是 青少年 的 抽烟 ， 他们 明明 知道 抽烟 对 身体 不好 他们 为什么 还要 抽 呢 ？,消息 说 现在 在 公共场所 抽烟 的 地方 越来越 少 ， 但 我 想 这样 根本 不 可以 减 小 抽烟 的 人数 。 现在 社会 里 的 问题 是 青少年 的 抽烟 ， 他们 明明 知道 抽烟 对 身体 不好 他们 为什么 还要 抽 呢 ？,减小,减 / 小,30,32,减小,[],[31],[31],[],"The prediction inserts an extra boundary inside the gold token [减小], producing [减 / 小].",False,True,,1
242,P1,P1 Identical-character projection,over,至令我没看过那么美丽的风景。,至今我没看到过那么美丽的风景。,至令 我 没 看 过 那么 美丽 的 风景 。,至 令 我 没 看 过 那么 美丽 的 风景 。,至令,至 / 令,0,2,至令,[],[1],[1],[],"The prediction inserts an extra boundary inside the gold token [至令], producing [至 / 令].",True,True,,1
249,P1,P1 Identical-character projection,under,对待男人和女人的问题上，我觉得男人应该有男人午点，有责任感，有安全感，有事业心。,对待男人和女人的问题上，我觉得男人应该有男人味点，有责任感，有安全感，有事业心。,对待 男人 和 女人 的 问题 上 ， 我 觉得 男人 应该 有 男人 午 点 ， 有 责任感 ， 有 安全感 ， 有 事业心 。,对待 男人 和 女人 的 问题 上 ， 我 觉得 男人 应该 有 男人 午点 ， 有 责任感 ， 有 安全感 ， 有 事业心 。,午 / 点,午点,22,24,午点,[23],[],[],[23],"The prediction misses the gold boundary between [午] and [点], merging them into [午点].",False,True,,1
254,P1,P1 Identical-character projection,over,上次考试我的了初级5。,上次考试我得了初级5。,上次 考试 我 的了 初级 5 。,上次 考试 我 的 了 初级 5 。,的了,的 / 了,5,7,的了,[],[6],[6],[],"The prediction inserts an extra boundary inside the gold token [的了], producing [的 / 了].",True,True,,1
257,P1,P1 Identical-character projection,under,第一天我只写了一个句子话：“今天，我开写汉语日记本。”,第一天我只写了一个句子：“今天，我开始写汉语日记本。”,第一 天 我 只 写 了 一个 句子 话 ： “ 今天 ， 我 开 写 汉语 日记本 。 ”,第一 天 我 只 写 了 一个 句子 话 ： “ 今天 ， 我 开写 汉语 日记本 。 ”,开 / 写,开写,18,20,开写,[19],[],[],[19],"The prediction misses the gold boundary between [开] and [写], merging them into [开写].",False,True,,1
258,P1,P1 Identical-character projection,over,但是，从公众利益的角度来看，首先要考虑的是大家，其次就是个人。大家都想追求身体健康的情况下，吸烟受一定的限制也是当然的。,但是，从公众利益的角度来看，首先要考虑的是大家，其次才是个人。在大家都想追求身体健康的情况下，吸烟受到一定的限制也是必然的。,但是 ， 从 公众 利益 的 角度 来 看 ， 首先 要 考虑 的 是 大家 ， 其次 就是 个人 。 大家 都 想 追求 身体 健康 的 情况 下 ， 吸烟 受 一定 的 限制 也 是 当然 的 。,但是 ， 从 公众 利益 的 角度 来 看 ， 首先 要 考虑 的 是 大家 ， 其次 就 是 个人 。 大家 都 想 追求 身体 健康 的 情况 下 ， 吸烟 受 一定 的 限制 也 是 当然 的 。,就是,就 / 是,26,28,就是,[],[27],[27],[],"The prediction inserts an extra boundary inside the gold token [就是], producing [就 / 是].",False,False,,1
264,P1,P1 Identical-character projection,over,因为要是在学习方面，女生比男生好，女生会努力学，但男生不那么努力，只有少些男生会努力。那是说他们有没有自己的目标，要是有的话，他们会努力学习，实现目标，但是很少。要是家长害怕学生有早恋，可以把自己的经验告诉学生。,因为要是在学习方面，女生比男生好，女生会努力学，但男生不那么努力，只有少数男生会努力。那就是说他们有没有自己的目标，要是有的话，他们会努力学习，实现目标，但是很少。要是家长害怕学生早恋，可以把自己的经验告诉学生。,因为 要是 在 学习 方面 ， 女生 比 男生 好 ， 女生 会 努力 学 ， 但 男生 不 那么 努力 ， 只有 少 些 男生 会 努力 。 那是说 他们 有 没 有 自己 的 目标 ， 要是 有 的话 ， 他们 会 努力 学习 ， 实现 目标 ， 但是 很 少 。 要是 家长 害怕 学生 有 早恋 ， 可以 把 自己 的 经验 告诉 学生 。,因为 要是 在 学习 方面 ， 女生 比 男生 好 ， 女生 会 努力 学 ， 但 男生 不 那么 努力 ， 只有 少 些 男生 会 努力 。 那 是 说 他们 有 没 有 自己 的 目标 ， 要是 有 的话 ， 他们 会 努力 学习 ， 实现 目标 ， 但是 很 少 。 要是 家长 害怕 学生 有 早恋 ， 可以 把 自己 的 经验 告诉 学生 。,那是说,那 / 是 / 说,43,46,那是说,[],"[44, 45]","[44, 45]",[],"The prediction inserts an extra boundary inside the gold token [那是说], producing [那 / 是 / 说].",False,False,,1
279,P1,P1 Identical-character projection,under,重要的是我们全家人类应该解决这个问题。,重要的是我们全家人应该解决这个问题。,重要 的 是 我们 全家 人类 应该 解决 这个 问题 。,重要 的 是 我们 全家人类 应该 解决 这个 问题 。,全家 / 人类,全家人类,6,10,全家人类,[8],[],[],[8],"The prediction misses the gold boundary between [全家] and [人类], merging them into [全家人类].",True,True,,1
280,P1,P1 Identical-character projection,over,当这两位情人相见在一个浪漫的场所下，清谈起你与我的人生，交流着各人的经历，一唱一合的欢心就像这两位情人重新体验了人生。,当这两位情人相见在一个浪漫的场所下，谈论起你与我的人生，交流着各人的经历，一唱一和得就像这两位情人重新体验了人生。,当 这 两 位 情人 相见 在 一个 浪漫 的 场所 下 ， 清谈 起 你 与 我 的 人生 ， 交流 着 各人 的 经历 ， 一唱一合 的 欢心 就 像 这 两 位 情人 重新 体验 了 人生 。,当 这 两 位 情人 相见 在 一个 浪漫 的 场所 下 ， 清谈 起 你 与 我 的 人生 ， 交流 着 各人 的 经历 ， 一 唱 一 合 的 欢心 就 像 这 两 位 情人 重新 体验 了 人生 。,一唱一合,一 / 唱 / 一 / 合,37,41,一唱一合,[],"[38, 39, 40]","[38, 39, 40]",[],"The prediction inserts an extra boundary inside the gold token [一唱一合], producing [一 / 唱 / 一 / 合].",False,True,,1
298,P1,P1 Identical-character projection,under,众所之知，吸烟对人类健康弊于和大的不良习惯。目前市政府决定禁止在公共场所上的吸烟行为，我积极的赞成。,众所周知，吸烟是对人类健康弊大于利的不良习惯。目前市政府决定禁止在公共场所吸烟，我积极地赞成这项决定。,众所之知 ， 吸烟 对 人类 健康 弊 于 和 大 的 不良 习惯 。 目前 市政府 决定 禁止 在 公共场所 上 的 吸烟 行为 ， 我 积极 的 赞成 。,众所之知 ， 吸烟 对 人类 健康 弊于 和 大 的 不良 习惯 。 目前 市政府 决定 禁止 在 公共场所 上 的 吸烟 行为 ， 我 积极 的 赞成 。,弊 / 于,弊于,12,14,弊于,[13],[],[],[13],"The prediction misses the gold boundary between [弊] and [于], merging them into [弊于].",False,False,,1
303,P1,P1 Identical-character projection,under,职业的选择很重要，要接照自己的人生计划，生活的目标或本身对某些事情的爱好，能力来下決定将来要走的路。但是，问题是这样：什么是好职业？,职业的选择很重要，要按照自己的人生计划，生活的目标或本身对某些事情的爱好、能力来決定将来要走的路。但是，问题是：什么是好职业？,职业 的 选择 很 重要 ， 要 接照 自己 的 人生 计划 ， 生活 的 目标 或 本身 对 某些 事情 的 爱好 ， 能力 来 下 決定 将来 要 走 的 路 。 但是 ， 问题 是 这样 ： 什么 是 好 职业 ？,职业 的 选择 很 重要 ， 要 接照 自己 的 人生 计划 ， 生活 的 目标 或 本身 对 某些 事情 的 爱好 ， 能力 来 下決定 将来 要 走 的 路 。 但是 ， 问题 是 这样 ： 什么 是 好 职业 ？,下 / 決定,下決定,40,43,下決定,[41],[],[],[41],"The prediction misses the gold boundary between [下] and [決定], merging them into [下決定].",False,True,,1
306,P1,P1 Identical-character projection,over,一个塑料瓶，你随便它的时候，有可能要等几下年，它才会自然地灭掉。,一个塑料瓶，你随便扔它的时候，有可能要等好几年，它才会自然地毁灭掉。,一个 塑料瓶 ， 你 随便 它 的 时候 ， 有 可能 要 等 几下 年 ， 它 才 会 自然 地 灭 掉 。,一个 塑料瓶 ， 你 随便 它 的 时候 ， 有 可能 要 等 几 下 年 ， 它 才 会 自然 地 灭 掉 。,几下,几 / 下,19,21,几下,[],[20],[20],[],"The prediction inserts an extra boundary inside the gold token [几下], producing [几 / 下].",False,True,,1
310,P1,P1 Identical-character projection,under,但以前听说过，早恋引起了不好事。,但以前听说过，早恋带来了不好的事。,但 以前 听说 过 ， 早恋 引起 了 不好 事 。,但 以前 听说 过 ， 早恋 引起 了 不好事 。,不好 / 事,不好事,12,15,不好事,[14],[],[],[14],"The prediction misses the gold boundary between [不好] and [事], merging them into [不好事].",True,True,,1
354,P1,P1 Identical-character projection,over,在流行歌曲里我不能找到音乐的美丽，歌词的魅力，听它的时候我没什么感觉，只有人造的无议音调。,我不能在流行歌曲里找到音乐的美丽，歌词的魅力，所以听它的时候我没什么感觉，感觉只有人造的无意义的音调。,在 流行 歌曲 里 我 不 能 找到 音乐 的 美丽 ， 歌词 的 魅力 ， 听 它 的 时候 我 没 什么 感觉 ， 只有 人造 的 无 议 音调 。,在 流行 歌曲 里 我 不 能 找到 音乐 的 美丽 ， 歌词 的 魅力 ， 听 它 的 时候 我 没 什么 感觉 ， 只 有 人造 的 无议 音调 。,只有,只 / 有,35,37,只有,[],[36],[36],[],"The prediction inserts an extra boundary inside the gold token [只有], producing [只 / 有].",False,True,,1
